      0.00100000     15.96843716
      0.00200000     15.77072351
      0.00300000     15.45279316
      0.00400000     15.02613291
      0.00500000     14.51962867
      0.00600000     13.95324844
      0.00700000     13.34057332
      0.00800000     12.69206079
      0.00900000     12.05530421
      0.01000000     11.38733665
      0.01005184     11.39767676
      0.01010222     11.30905102
      0.01015286     11.32777530
      0.01020375     11.29330299
      0.01025490     11.23791428
      0.01030630     11.25557336
      0.01035796     11.15878910
      0.01040988     11.16422716
      0.01046206     11.13536607
      0.01051450     11.04545899
      0.01056721     11.07287753
      0.01062017     10.99587318
      0.01067341     10.96446781
      0.01072691     10.98970911
      0.01078068     10.89116899
      0.01083472     10.90839732
      0.01088902     10.88410155
      0.01094361     10.78329210
      0.01099846     10.81923946
      0.01105359     10.73932655
      0.01110900     10.67851279
      0.01116468     10.71068166
      0.01122064     10.61001952
      0.01127689     10.58898766
      0.01133341     10.61809104
      0.01139022     10.51483705
      0.01144732     10.51999800
      0.01150470     10.52322794
      0.01156236     10.39757326
      0.01162032     10.42300632
      0.01167857     10.40470175
      0.01173711     10.27077422
      0.01179594     10.30772033
      0.01185507     10.28459500
      0.01191449     10.15831825
      0.01197421     10.20627537
      0.01203423     10.19938788
      0.01209456     10.07512338
      0.01215518     10.11966978
      0.01221611     10.09790652
      0.01227734      9.96174655
      0.01233888     10.00253010
      0.01240073      9.98540571
      0.01246289      9.83301474
      0.01252536      9.86153665
      0.01258814      9.86818567
      0.01265124      9.71884621
      0.01271466      9.73140671
      0.01277839      9.77969304
      0.01284244      9.65826528
      0.01290681      9.62210111
      0.01297151      9.68909468
      0.01303653      9.57530599
      0.01310188      9.48751610
      0.01316755      9.55798618
      0.01323355      9.48699732
      0.01329988      9.33834736
      0.01336655      9.39031769
      0.01343355      9.39662645
      0.01350089      9.23318649
      0.01356856      9.22639424
      0.01363657      9.30526602
      0.01370493      9.20951320
      0.01377362      9.10341075
      0.01384266      9.18682347
      0.01391205      9.17105875
      0.01398178      8.98796680
      0.01405187      9.00689850
      0.01412230      9.06153665
      0.01419309      8.91130550
      0.01426424      8.80539129
      0.01433573      8.88702067
      0.01440759      8.87445123
      0.01447981      8.68961441
      0.01455239      8.68298431
      0.01462534      8.78329006
      0.01469865      8.71675607
      0.01477232      8.55815752
      0.01484637      8.61406084
      0.01492079      8.67827210
      0.01499558      8.51329829
      0.01507074      8.41039544
      0.01514629      8.50072373
      0.01522221      8.49400582
      0.01529851      8.28975064
      0.01537519      8.23776227
      0.01545226      8.33777661
      0.01552972      8.31257794
      0.01560756      8.10564490
      0.01568579      8.08649009
      0.01576442      8.20518172
      0.01584344      8.20098817
      0.01592285      7.99444879
      0.01600267      7.97813177
      0.01608288      8.09928230
      0.01616350      8.06343307
      0.01624452      7.83773775
      0.01632594      7.82476903
      0.01640778      7.93425977
      0.01649002      7.89321026
      0.01657268      7.65721459
      0.01665575      7.61591333
      0.01673923      7.72634156
      0.01682314      7.72785378
      0.01690747      7.51750672
      0.01699222      7.42902527
      0.01707739      7.53704167
      0.01716299      7.61743535
      0.01724902      7.48279568
      0.01733548      7.31582627
      0.01742238      7.37639475
      0.01750971      7.49889919
      0.01759747      7.41218899
      0.01768568      7.17889372
      0.01777433      7.17092613
      0.01786343      7.29068061
      0.01795297      7.28401591
      0.01804296      7.05281183
      0.01813340      6.93035975
      0.01822429      7.01311922
      0.01831564      7.11174294
      0.01840745      7.01601238
      0.01849972      6.77771939
      0.01859245      6.75789657
      0.01868564      6.88860141
      0.01877930      6.96332492
      0.01887343      6.82209377
      0.01896804      6.63267475
      0.01906312      6.66492479
      0.01915867      6.81037472
      0.01925470      6.81604935
      0.01935122      6.57969601
      0.01944822      6.44692568
      0.01954570      6.51867890
      0.01964367      6.63797614
      0.01974214      6.58330942
      0.01984110      6.32473844
      0.01994055      6.21296508
      0.02004050      6.29039998
      0.02014096      6.41272562
      0.02024191      6.37533378
      0.02034338      6.12844069
      0.02044535      6.00876414
      0.02054783      6.08318103
      0.02065083      6.22887750
      0.02075434      6.25536064
      0.02085837      6.06325296
      0.02096292      5.89536609
      0.02106800      5.93319009
      0.02117360      6.08178476
      0.02127974      6.14047717
      0.02138640      5.94776804
      0.02149360      5.72886467
      0.02160134      5.72483695
      0.02170962      5.84067766
      0.02181844      5.93409693
      0.02192780      5.82758318
      0.02203772      5.54786237
      0.02214818      5.45524927
      0.02225920      5.52632743
      0.02237077      5.65819222
      0.02248291      5.68393384
      0.02259560      5.49432243
      0.02270886      5.27130910
      0.02282269      5.25330523
      0.02293709      5.36519393
      0.02305207      5.50628191
      0.02316761      5.51674113
      0.02328374      5.31497517
      0.02340045      5.13460990
      0.02351775      5.14321771
      0.02363563      5.27031273
      0.02375410      5.40386652
      0.02387317      5.35257357
      0.02399284      5.07775364
      0.02411310      4.93285513
      0.02423397      4.96021986
      0.02435544      5.07710640
      0.02447753      5.18002429
      0.02460022      5.11343891
      0.02472353      4.84134512
      0.02484746      4.67840753
      0.02497200      4.68696745
      0.02509718      4.79235602
      0.02522298      4.91382465
      0.02534941      4.91198603
      0.02547647      4.70669301
      0.02560417      4.48444926
      0.02573251      4.44668587
      0.02586150      4.52641278
      0.02599113      4.66318504
      0.02612141      4.76900024
      0.02625235      4.73073398
      0.02638394      4.46882289
      0.02651619      4.33220735
      0.02664910      4.34841847
      0.02678268      4.46021048
      0.02691693      4.60362688
      0.02705185      4.63423299
      0.02718745      4.43968049
      0.02732372      4.19272534
      0.02746069      4.12703825
      0.02759833      4.17487681
      0.02773667      4.28206621
      0.02787570      4.39151651
