     10.00000000      0.54716606
     20.00000000      1.68858622
     30.00000000      3.18108782
     40.00000000      4.22938265
     50.00000000      5.16855107
     60.00000000      6.05815723
     70.00000000      6.91090722
     80.00000000      7.72399564
     90.00000000      8.51141305
    100.00000000      9.27470134
    110.00000000     10.00391412
    120.00000000     10.71730257
    130.00000000     11.40469258
    140.00000000     12.07262817
    150.00000000     12.72192280
    160.00000000     13.35863514
    170.00000000     13.97277013
    180.00000000     14.57552883
    190.00000000     15.15701226
    200.00000000     15.73323805
    210.00000000     16.28920938
    220.00000000     16.84060621
    230.00000000     17.37762335
    240.00000000     17.90065504
    250.00000000     18.41991857
    260.00000000     18.92087944
    270.00000000     19.41853817
    280.00000000     19.90818208
    290.00000000     20.38520646
    300.00000000     20.85465639
    310.00000000     21.32145235
    320.00000000     21.77623441
    330.00000000     22.22393072
    340.00000000     22.66468609
    350.00000000     23.10328938
    360.00000000     23.53054189
    370.00000000     23.95585304
    380.00000000     24.37009535
    390.00000000     24.78258272
    400.00000000     25.18880959
    410.00000000     25.58887685
    420.00000000     25.98739906
    430.00000000     26.37541212
    440.00000000     26.76202479
    450.00000000     27.14727293
    460.00000000     27.52227984
    470.00000000     27.89605027
    480.00000000     28.26418747
    490.00000000     28.63117795
    500.00000000     28.99265212
    510.00000000     29.34868082
    520.00000000     29.70371506
    530.00000000     30.05344123
    540.00000000     30.40233803
    550.00000000     30.74193627
    560.00000000     31.08613195
    570.00000000     31.42966658
    580.00000000     31.79247270
    590.00000000     32.17100371
    600.00000000     32.56282075
    610.00000000     32.96150519
    620.00000000     33.37097388
    630.00000000     33.78570086
    640.00000000     34.20519141
    650.00000000     34.62907451
    660.00000000     35.06224103
    670.00000000     35.49414371
    680.00000000     35.92972330
    690.00000000     36.37413047
    700.00000000     36.81664673
    710.00000000     37.26781401
    720.00000000     37.71678786
    730.00000000     38.16882978
    740.00000000     38.62386058
    750.00000000     39.08180944
    760.00000000     39.54261343
    770.00000000     40.00061403
    780.00000000     40.46693030
    790.00000000     40.93028084
    800.00000000     41.40192419
    810.00000000     41.87045838
    820.00000000     42.33575586
    830.00000000     42.80927351
    840.00000000     43.28525338
    850.00000000     43.75781980
    860.00000000     44.23273812
    870.00000000     44.70998556
    880.00000000     45.18954132
    890.00000000     45.67138542
    900.00000000     46.14950867
    910.00000000     46.63584597
    920.00000000     47.11837243
    930.00000000     47.59698998
    940.00000000     48.08379739
    950.00000000     48.56660608
    960.00000000     49.05761389
    970.00000000     49.54451211
    980.00000000     50.03336207
    990.00000000     50.51780006
   1000.00000000     51.00982055
